,userID,bias
0,1,0.677568202813317
1,2,-0.08464978050962495
2,3,-1.2931087493160214
3,4,-0.3522199745443435
4,5,-0.17320164289521875
5,6,0.17552664767671566
6,7,-0.4471950292432304
7,8,-0.07234933007267863
8,9,-0.33238392041898773
9,10,-0.38396981139432257
10,11,0.26829635310978434
11,12,0.9477509288322343
12,13,0.08241933479408682
13,14,-0.10279397525997365
14,15,-0.4147949699509618
15,16,-0.42143860792583016
16,17,0.11730574033206025
17,18,-0.04912929424373232
18,19,-0.774385523465241
19,20,0.04940174565376034
20,21,-0.31069184523171056
21,22,-1.3655134471913928
22,23,-0.4524766208643346
23,24,-0.19044805174086585
24,25,0.7291158467169216
25,26,-0.3751932356127357
26,27,-0.12215930520794703
27,28,-0.7695978073991712
28,29,0.14702247856188394
29,30,0.6415726148275798
30,31,0.2270554480664348
31,32,0.12239994178926814
32,33,-0.02989017674142871
33,34,-0.21860376901320616
34,35,0.5084796109155989
35,36,-1.008980514392258
36,37,0.43908488712689997
37,38,-0.34680272817992874
38,39,0.02785668536997841
39,40,0.2952666235773194
40,41,-0.6446299784375615
41,42,0.14073987626996812
42,43,1.2086141473602705
43,44,-0.023423109987874377
44,45,0.30248828608882444
45,46,0.46857047393724205
46,47,-0.7393601214005167
47,48,0.38430805120031347
48,49,0.20976565162035596
49,50,-1.0236477714511625
50,51,0.2571142190985943
51,52,0.5834164173682334
52,53,1.4003583117344418
53,54,-0.7340951539133886
54,55,-0.9355297489289897
55,56,0.29304123304416685
56,57,-0.2859026430284939
57,58,0.3559644710605724
58,59,0.41177637671182005
59,60,-0.07589732801296828
60,61,0.04113014132907429
61,62,0.3339996844759925
62,63,-0.29149791376936446
63,64,0.04123207797568495
64,65,-0.034973738033985416
65,66,0.29672512145792435
66,67,-0.06981149745296229
67,68,-0.37045803127906063
68,69,0.5426065874106972
69,70,0.2557527872096207
70,71,0.06402354451539882
71,72,0.23882878811860855
72,73,0.017975853897736118
73,74,0.2896461853818832
74,75,-0.6701504630105557
75,76,-0.8640489489859245
76,77,-0.07550011161627965
77,78,-0.4651469718709359
78,79,0.27249379699727616
79,80,0.5276129220923624
80,81,-0.937052104381543
81,82,-0.012789073487907759
82,83,-0.5999842229601159
83,84,-0.04741348244372414
84,85,-0.10533891146537358
85,86,0.12685525375385465
86,87,0.22912635001076245
87,88,0.13454396581836295
88,89,-0.20291502995498717
89,90,0.3871988908628384
90,91,-0.2673221184280962
91,92,0.38957315070304505
92,93,0.8211943931621457
93,94,-0.49487828866394185
94,95,0.3212671520786588
95,96,0.04277310792598434
96,97,0.5833440470861208
97,98,0.08976937674722943
98,99,0.5752084203089256
99,100,0.22435010436752362
100,101,-0.06948062882527792
101,102,-0.16603735365221384
102,103,0.15276397030818945
103,104,-0.1012021865506966
104,105,0.28922588292691315
105,106,0.6262815833674695
106,107,0.40609012967796526
107,108,0.2853227498480035
108,109,-0.34313184444333533
109,110,-0.1575459922958324
110,111,-0.1607856265349223
111,112,-0.23216744282198842
112,113,-0.059411448787441055
113,114,-0.5283270730126056
114,115,0.140676076362429
115,116,-0.2961348596009263
116,117,-0.19333233699436436
117,118,-0.1932124051783599
118,119,0.4702328731291757
119,120,-0.0873173148667354
120,121,-0.34368945797661826
121,122,0.7142503255083866
122,123,0.007429592978727849
123,124,0.11961553160547499
124,125,0.0903599233454478
125,126,-0.3651019782629964
126,127,-0.7789060030346393
127,128,0.20837409995486156
128,129,0.1879756870767306
129,130,-0.028078437147969728
130,131,-0.6449591806786701
131,132,-0.7385704878483584
132,133,-0.8295880936322322
133,134,0.11641798290777292
134,135,0.006528074164208984
135,136,0.009261119438790353
136,137,-0.09205111042755186
137,138,-0.14130301607642884
138,139,-1.4801676066153153
139,140,-0.1854099673910904
140,141,-0.29672017989071375
141,142,0.10534641083769386
142,143,-0.3250077407806348
143,144,-0.14537071311412697
144,145,-0.2986416723815507
145,146,-0.20099778742341406
146,147,-0.0842781671263922
147,148,-0.2638619612839968
148,149,-0.8052785930310915
149,150,0.02796705749843301
150,151,0.3784008592552959
151,152,-0.0970918559064054
152,153,-1.61690353192529
153,154,0.5641363218223489
154,155,0.10858838913431734
155,156,-0.1655924772439596
156,157,-0.04574962579728766
157,158,0.021440272044420977
158,159,-0.5434446425907347
159,160,-0.7634738457011356
160,161,0.07919368033110585
161,162,0.537851558079601
162,163,-0.39547078925026946
163,164,0.4608512376643034
164,165,-0.2095354437274371
165,166,0.17225478791484755
166,167,-0.3518075916865861
167,168,0.357898054078172
168,169,0.6829914592148634
169,170,-0.17945814287174408
